 # time[fs],    dipoleMoment(x,y,z)[A?]
  0.00000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.82936E-01  0.13416673E-05 -0.15921046E-04  0.28861769E-01
  0.84252E-01  0.13632807E-05 -0.16122461E-04  0.28540040E-01
  0.85569E-01  0.13842815E-05 -0.16316382E-04  0.28204042E-01
  0.86885E-01  0.14049294E-05 -0.16502959E-04  0.27853983E-01
  0.88201E-01  0.14254332E-05 -0.16682593E-04  0.27490075E-01
  0.89518E-01  0.14459193E-05 -0.16855824E-04  0.27112546E-01
  0.90834E-01  0.14664954E-05 -0.17023147E-04  0.26721652E-01
  0.92151E-01  0.14872994E-05 -0.17184936E-04  0.26317673E-01
  0.93467E-01  0.15084521E-05 -0.17341497E-04  0.25900912E-01
  0.94784E-01  0.15299650E-05 -0.17493122E-04  0.25471677E-01
  0.96100E-01  0.15517134E-05 -0.17640042E-04  0.25030276E-01
  0.97417E-01  0.15735053E-05 -0.17782314E-04  0.24577018E-01
  0.98733E-01  0.15951670E-05 -0.17919780E-04  0.24112221E-01
  0.10005E+00  0.16165594E-05 -0.18052159E-04  0.23636226E-01
  0.10137E+00  0.16375350E-05 -0.18179174E-04  0.23149405E-01
  0.10268E+00  0.16579175E-05 -0.18300604E-04  0.22652171E-01
  0.10400E+00  0.16775484E-05 -0.18416245E-04  0.22144971E-01
  0.10532E+00  0.16963576E-05 -0.18525880E-04  0.21628281E-01
  0.10663E+00  0.17143806E-05 -0.18629343E-04  0.21102592E-01
  0.10795E+00  0.17317107E-05 -0.18726616E-04  0.20568408E-01
  0.10926E+00  0.17484451E-05 -0.18817860E-04  0.20026243E-01
  0.11058E+00  0.17646804E-05 -0.18903350E-04  0.19476622E-01
  0.11190E+00  0.17805403E-05 -0.18983383E-04  0.18920095E-01
  0.11321E+00  0.17961810E-05 -0.19058254E-04  0.18357240E-01
  0.11453E+00  0.18117480E-05 -0.19128288E-04  0.17788665E-01
  0.11585E+00  0.18273219E-05 -0.19193847E-04  0.17215011E-01
  0.11716E+00  0.18429071E-05 -0.19255274E-04  0.16636934E-01
  0.11848E+00  0.18584620E-05 -0.19312809E-04  0.16055103E-01
  0.11980E+00  0.18739296E-05 -0.19366557E-04  0.15470191E-01
  0.12111E+00  0.18892349E-05 -0.19416537E-04  0.14882870E-01
  0.12243E+00  0.19042641E-05 -0.19462741E-04  0.14293815E-01
  0.12375E+00  0.19188685E-05 -0.19505143E-04  0.13703705E-01
  0.12506E+00  0.19329024E-05 -0.19543663E-04  0.13113226E-01
  0.12638E+00  0.19462630E-05 -0.19578163E-04  0.12523071E-01
  0.12769E+00  0.19589003E-05 -0.19608502E-04  0.11933937E-01
  0.12901E+00  0.19707979E-05 -0.19634603E-04  0.11346517E-01
  0.13033E+00  0.19819594E-05 -0.19656482E-04  0.10761488E-01
  0.13164E+00  0.19924177E-05 -0.19674206E-04  0.10179508E-01
